,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable
4630,31312417.0,1.0,1.0,12.0,13.0,4.0,0.0,1.0,0.0,1511.6,1.0,30,29,58,359,7.0,0.0,0.0,4.57,4.71,4.43,5.0,5.0,4.86,4.71,0.11,26/09/2024,Cozumel,"Our spaces are comfortable since we can make you feel at home, our staff is very well qualified to give you a pleasant attention.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-31312417/original/6b2d8fd5-e284-411d-a39d-78060bc0e3f7.jpeg,Rch,04/01/2019,SIN INFORMACIO,within an hour,t,"['email', 'phone']",t,t,SIN INFORMACION,Room in hotel,Hotel room,1 private bath,"[""Iron"", ""Washer"", ""Wifi"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Smoking allowed"", ""Hot water"", ""TV with Netflix"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking off premises"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,04/03/2023,SIN INFORMACION,t
4631,31314962.0,1.0,1.0,12.0,13.0,3.0,0.0,1.0,0.0,1511.6,1.0,30,23,53,350,5.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.08,26/09/2024,Los Cabos,"The LOS CABOS Room is designed for a MINIMUM of 1 PERSON and a MAXIMUM of 3 PEOPLE, our facilities are designed to make you feel at home, we have a qualified staff to serve you in the best possible way.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-31314962/original/587bfcf0-e861-45fc-8eec-33722b6a0671.jpeg,Rch,04/01/2019,SIN INFORMACIO,within an hour,t,"['email', 'phone']",t,t,SIN INFORMACION,Room in hotel,Hotel room,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Self check-in"", ""Essentials"", ""Smoking allowed"", ""Dedicated workspace"", ""TV with Netflix"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,25/06/2023,SIN INFORMACION,t
4632,31315138.0,1.0,1.0,12.0,13.0,2.0,0.0,1.0,0.0,1511.6,1.0,30,0,0,0,3.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,0.09,26/09/2024,CUETZALAN,"The CUETZALA room is designed for a MINIMUM of 1 PEOPLE and a MAXIMUM of 2 PEOPLE, our facilities are designed to make you feel at home, we have a qualified staff to assist you in the best way possible",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-31315138/original/4a4b34dd-336f-4857-bd70-9d8622eb5280.jpeg,Rch,04/01/2019,SIN INFORMACIO,within an hour,t,"['email', 'phone']",t,t,SIN INFORMACION,Room in hotel,Hotel room,1 private bath,"[""Iron"", ""Wifi"", ""Mosquito net"", ""Self check-in"", ""Portable fans"", ""Hangers"", ""Mini fridge"", ""Paid parking lot on premises \u2013 4 spaces"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""32 inch TV with Netflix"", ""Smoke alarm"", ""Neutro body soap"", ""Fire extinguisher"", ""Clothing storage: dresser"", ""Paid washer"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,21/03/2022,SIN INFORMACION,t
4633,31315549.0,1.0,1.0,12.0,13.0,2.0,0.0,1.0,0.0,1511.6,1.0,30,29,58,358,10.0,0.0,0.0,4.5,4.6,4.7,4.9,4.6,4.9,4.8,0.28,26/09/2024,Uxmal,"The UXMAL Room is designed for a MINIMUM of  PERSON and a MAXIMUM of 2 PEOPLE, our facilities are designed to make you feel at home, we have a qualified staff to assist you in the best possible way.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-31315549/original/fd8cab44-7e9a-4094-8e22-1576a59ff7eb.jpeg,Rch,04/01/2019,SIN INFORMACIO,within an hour,t,"['email', 'phone']",t,t,SIN INFORMACION,Room in hotel,Hotel room,1 private bath,"[""Iron"", ""Wifi"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Smoke alarm"", ""Fire extinguisher"", ""Paid washer"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,04/06/2022,SIN INFORMACION,t
4706,31468145.0,1.0,0.93,4.0,4.0,1.0,1.0,1.0,1.0,600.0,1.0,360,30,60,365,43.0,3.0,0.0,4.56,4.65,4.51,4.79,4.53,5.0,4.65,0.77,25/09/2024,HABITACION IXTAPA,"IXTAPA BEDROOM, PRIVATE ROOM",SIN INFORMACION,https://a0.muscache.com/pictures/b49a2aef-4fdc-4571-9f64-fb140f0c5365.jpg,Victor Miguel,21/12/2018,Soy Economista de la unam,within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Room in bed and breakfast,Hotel room,1 private bath,"[""Free parking on premises"", ""TV"", ""Wifi"", ""Backyard"", ""Fire extinguisher"", ""First aid kit"", ""Self check-in"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,18/04/2024,SIN INFORMACION,f
4839,32105928.0,1.0,1.0,9.0,9.0,4.0,0.0,1.0,0.0,1511.6,1.0,365,7,16,288,30.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,4.97,5.0,0.44,26/09/2024,Loft in CoyoacÃ¡n very close to Frida Kahlo Museum,Soak up the contemporary Mexican vintage charm of this fully remodeled 1928 house transformed into a beautiful boutique hotel.<br />The suite features a full equipped kitchenette and high-end furnishings and decor.,"The loft is close to the main square in the neighborhood of CoyoacÃ¡n. It has the feel of a typical town within Mexico City. Nearby are restaurants, coffee shops, music, nightlife, and museumsâincluding one dedicated to Frida Kahlo.",https://a0.muscache.com/pictures/71fc055e-4106-48be-b413-9a48b7bf0576.jpg,CristiÃ¡n,26/04/2016,SIN INFORMACIO,within an hour,t,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in boutique hotel,Hotel room,1 private bath,"[""Iron"", ""Wifi"", ""Heating"", ""Host greets you"", ""Window AC unit"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Mini fridge"", ""Free parking on premises"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,26/09/2024,27/06/2024,SIN INFORMACION,t
4869,32527606.0,1.0,0.97,8.0,11.0,2.0,1.0,0.0,1.0,1994.0,1.0,1125,28,49,354,4.0,0.0,0.0,4.75,4.75,5.0,5.0,5.0,5.0,4.5,0.08,26/09/2024,Apartment in Reforma w/pool and hotel services,"Best option for short or long term stays in Mexico City, Capri is located on Mexico Cityâs magnificent Paseo de la Reforma.<br /><br />Just between the Angel of Indepedence and the Fuente de la Diana, it is close to all the finest venues.<br /><br />Steps away from the magnificent Chapultepec Castle and the Museum of Anthropology, everything of importance is within reach from our suites.<br /><br />Visit the pyramids at Teotihuacan, the fabled Zocalo square or take a stroll down Polanco.<br /><br />Enjoy your stay in Mexico City!","Skirted by busy commercial thoroughfare Paseo de la Reforma, Colonia JuÃ¡rez is an upscale suburban retreat from its residentsâ day jobs. Coffee in hand, buttoned-up managers hustle to morning meetings as execs arrive via chauffeur. Lunchtime means waves of strategic meetings at swanky outdoor eateries or taquerÃ­as. By sundown, niÃ±os return from school and Juarez settles into a comforting lull of neighborly socials.",https://a0.muscache.com/pictures/82d8764c-26c3-432d-a241-711e14a97f2f.jpg,Charlic,31/10/2022,SIN INFORMACIO,within an hour,t,['phone'],t,t,"JuÃ¡rez, Ciudad de MÃ©xico, Mexico",Room in serviced apartment,Hotel room,1 bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Portable fans"", ""Hangers"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dryer"", ""TV"", ""Babysitter recommendations"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Paid parking off premises"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Fire extinguisher"", ""Gym"", ""Microwave"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,26/09/2024,27/08/2023,SIN INFORMACION,f
4968,32343685.0,1.0,1.0,7.0,7.0,2.0,1.0,1.0,1.0,1093.1,1.0,370,19,30,30,9.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.18,25/09/2024,MUMEDI Design Hotel - Design Suite 1,Private design room in the Mexican Museum of Design.<br />With a privileged location just a few steps from the base and on the most important pedestrian street in Mexico City.<br />Live the design within a complete hospitality experience like never before. Design Hotel Mumedi is the exclusive accommodation service with an intimate atmosphere and high quality personalized service.,"One of the most touristic areas of the city and accessible to move to any area of your interest. You can walk through the downtown area, visit historic buildings and churches, visit the zocalo, the archaeological zone of the Templo Mayor, the Cathedral and many shops, restaurants and bars.",https://a0.muscache.com/pictures/f7ce361d-f037-41fd-ad8b-939aae73bfb5.jpg,Diana,27/12/2014,"I have been living in downtown area for years, so I can give you the best local tips. Enjoy CDMX",within an hour,f,"['email', 'phone', 'work_email']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in boutique hotel,Hotel room,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Private backyard \u2013 Fully fenced"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,08/10/2023,SIN INFORMACION,t
5099,33246931.0,1.0,1.0,9.0,10.0,4.0,0.0,2.0,0.0,1511.6,3.0,1125,0,0,0,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,APTO. 2 RECS. CERCA DE EJERCITO NACIONAL POLANCO,"Apartment of 85 square meters. It has good lighting. Fully furnished and equipped, with everything you need for your stay. TV-cable, WiFi, heating, air conditioning, laundry center. Kitchen with refrigerator, coffee maker, microwave, etc.","Near America Park and St. Augustine's Church. A  few blocks from Av. Moliere where you will find a variety of restaurants, department stores, among others.",https://a0.muscache.com/pictures/miso/Hosting-33246931/original/ca531318-4f53-4db2-a89f-7ed1f7f826d0.jpeg,Maria Adela,18/04/2016,SIN INFORMACIO,SIN INFORMACION,t,"['email', 'phone', 'work_email']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in serviced apartment,Hotel room,1 bath,"[""Iron"", ""Wifi"", ""Window AC unit"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Pets allowed"", ""Building staff"", ""Ceiling fan"", ""Hangers"", ""Free parking on premises"", ""Coffee maker"", ""Toaster"", ""Essentials"", ""Hot water"", ""Crib - available upon request"", ""Clothing storage: closet"", ""Paid street parking off premises"", ""TV"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Kitchen"", ""Central heating"", ""Smoke alarm"", ""Stove"", ""Safe"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,f
5154,33366224.0,1.0,1.0,5.0,6.0,2.0,0.0,1.0,0.0,1511.6,1.0,600,0,0,268,2.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,26/09/2024,Brand new and modern loft with great location!,"The Estandar Suite is a modern and brand new loft. Perfect for executives, students, travellers who want to know Mexico city. This space offers a great location. All of the units feature a private bathroom, 2 flat-screen TV and fully-equipped kitchen. The building offers a terrace.","National Cinematheque is 3.9 km from the condo hotel, while Frida Kahlo House Museum is 4.5 km from the property. The nearest airport is Benito Juarez International Airport, 17.7 km from the property.",https://a0.muscache.com/pictures/4513a85a-cf9e-4832-9017-50d3f82e0c27.jpg,Tere Erandine,29/01/2019,SIN INFORMACIO,within a few hours,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in serviced apartment,Hotel room,1 bath,"[""Luggage dropoff allowed"", ""TV"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Hangers""]",SIN INFORMACION,t,26/09/2024,30/10/2023,SIN INFORMACION,t
5155,33366824.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,890.0,2.0,700,29,59,364,8.0,2.0,0.0,5.0,4.88,5.0,5.0,4.75,4.88,5.0,0.13,25/09/2024,Brand new and modern loft with great location!,"The Petite is a modern and brand new loft.<br />Perfect for executives, students, travellers who want to know Mexico city. This space offers a great location.<br /><br />All of the units feature a private bathroom, 2 flat-screen TV and fully-equipped kitchen.<br />The building offers a terrace.","Set 2.7 km from National Cinematheque, Estudio Inn offers accommodation in Mexico City.<br /><br />Near to Galerias Insurgentes, Universidad Panamericana<br /><br />WTC Mexico City is 3 km from Estudio Inn, while Frida Kahlo House Museum is 3.2 km from the property. The nearest airport is Benito Juarez International Airport, 13 km from the property.",https://a0.muscache.com/pictures/b964e862-7aa4-4f90-b2f2-16872f0f2beb.jpg,Tere Erandine,29/01/2019,SIN INFORMACIO,within a few hours,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in serviced apartment,Hotel room,1 bath,"[""Iron"", ""Wifi"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Kitchen"", ""Paid parking off premises"", ""Stove"", ""Extra pillows and blankets"", ""Microwave"", ""Cooking basics"", ""Hair dryer""]",SIN INFORMACION,t,25/09/2024,03/12/2023,SIN INFORMACION,t
5156,33367267.0,1.0,1.0,5.0,6.0,2.0,0.0,1.0,0.0,1511.6,1.0,600,0,15,320,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,26/09/2024,Brand new and modern loft with great location!,"The Estandar Suite is a modern and brand new loft. Perfect for executives, students, travellers who want to know Mexico city. This space offers a great location. All of the units feature a private bathroom, 2 flat-screen TV and fully-equipped kitchen. The building offers a terrace.","National Cinematheque is 3.9 km from the condo hotel, while Frida Kahlo House Museum is 4.5 km from the property. The nearest airport is Benito Juarez International Airport, 17.7 km from the property.",https://a0.muscache.com/pictures/38b43a8e-1b88-4c88-8bf6-516b0a46dee6.jpg,Tere Erandine,29/01/2019,SIN INFORMACIO,within a few hours,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in serviced apartment,Hotel room,1 bath,"[""Luggage dropoff allowed"", ""TV"", ""Wifi"", ""Patio or balcony"", ""Host greets you"", ""Kitchen"", ""Long term stays allowed"", ""Refrigerator"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Hangers""]",SIN INFORMACION,t,26/09/2024,15/05/2022,SIN INFORMACION,f
5231,33644111.0,1.0,1.0,6.0,6.0,2.0,1.5,1.0,1.0,1093.1,1.6,29,21,36,337,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Roma Spot: Chill place at hip neighborhood,"Â¡Bienvenido a MÃ©xico! And welcome to the chillest place in town, ROMA Spot.<br />The Roma neighborhood, as depicted in the Academy award winning film âRomaâ by Alfonso CuarÃ³n, is one of the most colorful and culture rich areas located in the heart of Mexico City.",SIN INFORMACION,https://a0.muscache.com/pictures/7cd761cb-5ec7-4dda-899c-af7f0c18cae3.jpg,Roma Spot,02/04/2019,"For the Roma Spot team, you having a super comfortable stay with us is our top priority.",within an hour,t,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Room in boutique hotel,Hotel room,SIN INFORMACION,"[""Washer"", ""Wifi"", ""Private patio or balcony"", ""Refrigerator"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Dryer"", ""TV"", ""Kitchen"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Cooking basics"", ""Lockbox"", ""Microwave""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,f
5273,33720782.0,1.0,0.93,8.0,10.0,2.0,1.0,1.0,1.0,1050.0,2.0,1125,29,59,364,19.0,5.0,1.0,4.79,4.63,4.74,4.79,4.74,4.53,4.68,0.3,25/09/2024,HabitaciÃ³n de lujo en casa de los 40Â´s,"Private room with double bed in B&B super located.<br />In the heart of the city and all the amenities just a few steps away.<br />A couple of blocks from La Condesa, Polanco and Chapultepec, and Reforma where you can find bars, restaurants, museums and some of the city's main attractions.<br />The subway is just half a block away. <br />There is also eco-bici station at the corner.","Traditional neighborhood located south of Bosque de Chapultepec, has an architectural blend of French-inspired mansions, apartment blocks, and unadorned single story stained glass windows, <br /> it is mainly home to middle-class families and simple restaurants, as well as various stylish cafÃ©s and eclectic art galleries near the park.<br />In the following link you will find information about places to visit in the neighborhood. <br />https://www.timeoutmexico.mx/ciudad-de-mexico/que-hacer/10-lugares-imprescindibles-de-la-san-miguel-chapultepec",https://a0.muscache.com/pictures/8364c63f-839b-476c-aa8b-8f9f56356f21.jpg,Jimena,19/10/2015,"Me gusta viajar y conocer lugares lindos, e intercambiar experiencias con la gente ",within an hour,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in bed and breakfast,Hotel room,1 private bath,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Coffee maker"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,16/09/2024,SIN INFORMACION,t
5338,34305556.0,1.0,1.0,14.0,15.0,2.0,0.0,1.0,0.0,1511.6,1.0,1125,0,24,329,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.19,26/09/2024,HabitaciÃ³n estÃ¡ndar-para parejas  Portal San Ãngel,"A spacious room with lots of light,  providing the user with practicality, promotes the privacy of the bedroom in relation to the other spaces.","We are located in the south of Mexico City with excellent communication routes and surrounded by shopping centers, restaurants and government offices (INFONAVIT, FOVISSTE and SEGURO POPULAR), our location makes this place a great opportunity for business or leisure travelers, being located behind the metro ravine of the dead and in the Guadalupe Inn colony, one of the most beautiful and quiet areas of the city, just 5 minutes from San Ãngel, 15 minutes from CoyoacÃ¡n, 25 minutes from the Condesa. and 40 minutes from the airport.<br /><br />Our space stands out for not being a traditional hotel where you can feel privacy, freedom and a warm and safe atmosphere.",https://a0.muscache.com/pictures/b5657fb8-4ef3-4a27-8c18-d70a65343b7f.jpg,AdriÃ¡n,10/01/2017,"Bienvenido a Suites Portal San Ãngel,

Desde que llegas a nuestra casa sentirÃ¡s que no estÃ¡s en la ciudad de MÃ©xico, una casa de estilo mexicano llena de color y detalles que te transportaran a otro lugar, contamos con diferentes tipos de habitaciones con capacidad para  2, 4 y hasta 6 personas.

Todas nuestras suites tienen entrada independiente, baÃ±o privado, ademÃ¡s de contar con Ã¡reas comunes con servicio de barra de cafÃ© gratuito.

Somos la opciÃ³n perfecta para los viajeros que NO BUSCAN UN HOTEL, y que quieren disfrutar de un hospedaje diferente, cÃ¡lido y humano.

Suites Portal San Ãngel esta ubicada al sur de la ciudad  de MÃ©xico con excelentes vÃ­as de comunicaciÃ³n y rodeada de centros comerciales, restaurantes y dependencias gubernamentales (INFONAVIT, FOVISSTE Y INSABI), su ubicaciÃ³n hace de esta casa una gran oportunidad para los viajeros de negocios o placer, al encontrarse ubicada a espaldas del metro barranca del muerto y en la colonia Guadalupe Inn , una de las zonas mÃ¡s bonitas y tranquilas de la ciudad, a tan solo 5 minutos de san Ã¡ngel, 15 minutos de CoyoacÃ¡n, 25 minutos de la condesa y 40 minutos del aeropuerto.

Nuestra casa se distingue en no ser un hotel tradicional donde podrÃ¡s sentir privacidad, un ambiente cÃ¡lido y seguro-",within a few hours,f,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Room in boutique hotel,Hotel room,1 private bath,"[""Iron"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Cooking basics"", ""Lockbox"", ""Hair dryer""]",SIN INFORMACION,t,26/09/2024,26/04/2024,SIN INFORMACION,f
