,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable
23973,1.16e+18,1.0,0.99,6.2,7.3,1.0,1.0,1.0,1.4,324.0,1.0,365,30,60,270,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n Compartida Mujeres | Cama Inferior 3B,"Meet and Enjoy this new concept than Mr. Herold Homes tiene para ti!<br /><br />Shared rooms with a one-of-a-kind, urban, and luxurious layout.<br /><br />Comfortable and safe spaces, with all the basic amenities, to live a pleasant and pleasant experience, without worrying about anything, other than enjoying your stay, whether for work, health, or pleasure, at Herold Homes we want to make you feel at home.<br /><br />Come and live the Herold Homes experienceâ¦<br />Welcome to Herold Homes, welcome to the good life!",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-947173021114008341/original/8e7a52e4-4378-4250-b4e0-f8549d17c6f3.jpeg,Maria Yuliana,07/09/2016,"Vive la experiencia Mr. Herold Homes
Espacios cÃ³modos y seguros, con todas las amenidades bÃ¡sicas, para vivir una experiencia amena y placentera, sin preocuparte de nada, mÃ¡s que de disfrutar tu estancia, ya sea por trabajo, salud, o placer, en Mr. Herold Homes queremos hacerte sentir como en casa.",within an hour,f,"['email', 'phone']",t,f,SIN INFORMACION,Shared room in hostel,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
23974,1.16e+18,1.0,0.99,6.2,7.3,1.0,1.0,1.0,1.4,263.0,1.0,365,30,60,270,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n Compartida Mujeres | Cama Superior 4A,"Meet and Enjoy this new concept than Mr. Herold Homes tiene para ti!<br /><br />Shared rooms with a one-of-a-kind, urban, and luxurious layout.<br /><br />Comfortable and safe spaces, with all the basic amenities, to live a pleasant and pleasant experience, without worrying about anything, other than enjoying your stay, whether for work, health, or pleasure, at Herold Homes we want to make you feel at home.<br /><br />Come and live the Herold Homes experienceâ¦<br />Welcome to Herold Homes, welcome to the good life!",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-947180090358484128/original/03078f26-7b45-4257-a805-f53de213700b.jpeg,Maria Yuliana,07/09/2016,"Vive la experiencia Mr. Herold Homes
Espacios cÃ³modos y seguros, con todas las amenidades bÃ¡sicas, para vivir una experiencia amena y placentera, sin preocuparte de nada, mÃ¡s que de disfrutar tu estancia, ya sea por trabajo, salud, o placer, en Mr. Herold Homes queremos hacerte sentir como en casa.",within an hour,f,"['email', 'phone']",t,f,SIN INFORMACION,Shared room in hostel,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
23975,1.16e+18,1.0,0.99,6.2,7.3,1.0,1.0,1.0,1.4,324.0,1.0,365,30,60,270,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n Compartida Mujeres | Cama Inferior 4B,"Meet and Enjoy this new concept than Mr. Herold Homes tiene para ti!<br /><br />Shared rooms with a one-of-a-kind, urban, and luxurious layout.<br /><br />Comfortable and safe spaces, with all the basic amenities, to live a pleasant and pleasant experience, without worrying about anything, other than enjoying your stay, whether for work, health, or pleasure, at Herold Homes we want to make you feel at home.<br /><br />Come and live the Herold Homes experienceâ¦<br />Welcome to Herold Homes, welcome to the good life!",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1155958568390575698/original/13875a12-ba3e-4f5a-a9f9-c704ecabd6fb.jpeg,Maria Yuliana,07/09/2016,"Vive la experiencia Mr. Herold Homes
Espacios cÃ³modos y seguros, con todas las amenidades bÃ¡sicas, para vivir una experiencia amena y placentera, sin preocuparte de nada, mÃ¡s que de disfrutar tu estancia, ya sea por trabajo, salud, o placer, en Mr. Herold Homes queremos hacerte sentir como en casa.",within an hour,f,"['email', 'phone']",t,f,SIN INFORMACION,Shared room in hostel,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
24003,1.16e+18,1.0,0.99,6.2,7.3,1.0,1.0,1.0,1.4,324.0,1.0,365,25,54,264,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n compartida mixta I cama baja 10B,"lÂ¡Meet and enjoy this new concept that Mr. Herold Homes has it for you!<br /><br />Shared rooms with a one-of-a-kind, urban, and luxurious layout.<br /><br />Comfortable and safe spaces, with all the basic amenities, to live a pleasant and pleasant experience, without worrying about anything, other than enjoying your stay, whether for work, health, or pleasure, at Herold Homes we want to make you feel at home.<br /><br />Come and experience Herold Homes. . .<br />Welcome to Herold Homes, welcome to the good life!",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-963797575959284364/original/94f6334d-ea1f-48bc-9abb-07bda31397a1.jpeg,Maria Yuliana,07/09/2016,"Vive la experiencia Mr. Herold Homes
Espacios cÃ³modos y seguros, con todas las amenidades bÃ¡sicas, para vivir una experiencia amena y placentera, sin preocuparte de nada, mÃ¡s que de disfrutar tu estancia, ya sea por trabajo, salud, o placer, en Mr. Herold Homes queremos hacerte sentir como en casa.",within an hour,f,"['email', 'phone']",t,f,SIN INFORMACION,Shared room in hostel,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Freezer"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
24020,1.16e+18,1.0,0.99,6.2,7.3,1.0,1.0,1.0,1.0,324.0,1.0,365,30,57,267,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n compartida Mixta / Cama Superior 11A,A,SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-963797575959284364/original/ce793bf2-57ab-434c-b504-5dd45cda222b.jpeg,Maria Yuliana,07/09/2016,"Vive la experiencia Mr. Herold Homes
Espacios cÃ³modos y seguros, con todas las amenidades bÃ¡sicas, para vivir una experiencia amena y placentera, sin preocuparte de nada, mÃ¡s que de disfrutar tu estancia, ya sea por trabajo, salud, o placer, en Mr. Herold Homes queremos hacerte sentir como en casa.",within an hour,f,"['email', 'phone']",t,f,SIN INFORMACION,Shared room in hotel,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Gym"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
24022,1.16e+18,1.0,0.99,6.2,7.3,1.0,1.0,1.0,0.0,324.0,1.0,365,27,53,263,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n Compartida Mixta / Cama Inferior 11B,"Meet and Enjoy this new concept than Mr. Herold Homes has you!<br /><br />Shared rooms with a one-of-a-kind, urban, and luxurious layout.<br /><br />Comfortable and safe spaces, with all the basic amenities, to live a pleasant and pleasant experience, without worrying about anything, other than enjoying your stay, whether for work, health, or pleasure, at Herold Homes we want to make you feel at home.<br /><br />Come and experience Herold Homes. . .<br />Welcome to Herold Homes, welcome to the good life!",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-966739207554807654/original/6991251c-0e3e-4a3a-86dc-6d2a9103c127.jpeg,Maria Yuliana,07/09/2016,"Vive la experiencia Mr. Herold Homes
Espacios cÃ³modos y seguros, con todas las amenidades bÃ¡sicas, para vivir una experiencia amena y placentera, sin preocuparte de nada, mÃ¡s que de disfrutar tu estancia, ya sea por trabajo, salud, o placer, en Mr. Herold Homes queremos hacerte sentir como en casa.",within an hour,f,"['email', 'phone']",t,f,SIN INFORMACION,Shared room in hostel,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
24023,1.16e+18,1.0,0.99,6.2,7.3,1.0,1.0,0.0,1.0,324.0,1.0,365,30,57,256,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n Compartida Mixta / Cama Superior 12A,"Meet and Enjoy this new concept than Mr. Herold Homes has it for you!<br /><br />Shared rooms with a one-of-a-kind, urban, and luxurious layout.<br /><br />Comfortable and safe spaces, with all the basic amenities, to live a pleasant and pleasant experience, without worrying about anything, other than enjoying your stay, whether for work, health, or pleasure, at Herold Homes we want to make you feel at home.<br /><br />Come and live the Herold Homes experienceâ¦<br /> Welcome to Herold Homes, welcome to the good life!",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1159506095779705749/original/d1a9edc1-9a78-47d8-91c4-ccdf70dc60c3.jpeg,Maria Yuliana,07/09/2016,"Vive la experiencia Mr. Herold Homes
Espacios cÃ³modos y seguros, con todas las amenidades bÃ¡sicas, para vivir una experiencia amena y placentera, sin preocuparte de nada, mÃ¡s que de disfrutar tu estancia, ya sea por trabajo, salud, o placer, en Mr. Herold Homes queremos hacerte sentir como en casa.",within an hour,f,"['email', 'phone']",t,f,SIN INFORMACION,Shared room in hotel,Shared room,1 shared bath,"[""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""Paid washer \u2013 In building"", ""Heating"", ""Fire extinguisher"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""Paid parking on premises"", ""Kitchen"", ""HDTV with Netflix, standard cable"", ""First aid kit"", ""Air conditioning"", ""Self check-in"", ""Smart lock"", ""Dedicated workspace"", ""Cooking basics"", ""Smoke alarm"", ""Hair dryer""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
24024,1.16e+18,1.0,0.99,6.2,7.3,1.0,1.0,0.0,1.0,324.0,1.0,365,19,22,194,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n compartida Mixta / Cama Inferior 12B,g,SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1159506095779705749/original/5e6fe8b5-c399-4e1e-b041-cc18b9397638.jpeg,Maria Yuliana,07/09/2016,"Vive la experiencia Mr. Herold Homes
Espacios cÃ³modos y seguros, con todas las amenidades bÃ¡sicas, para vivir una experiencia amena y placentera, sin preocuparte de nada, mÃ¡s que de disfrutar tu estancia, ya sea por trabajo, salud, o placer, en Mr. Herold Homes queremos hacerte sentir como en casa.",within an hour,f,"['email', 'phone']",t,f,SIN INFORMACION,Shared room in hotel,Shared room,1 shared bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Paid washer \u2013 In building"", ""Smoke alarm"", ""Fire extinguisher"", ""Paid parking on premises"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Smart lock"", ""Exercise equipment"", ""AC - split type ductless system"", ""Dedicated workspace"", ""Cooking basics"", ""Portable heater"", ""Hair dryer""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
24156,1.17e+18,1.0,1.0,2.0,3.0,4.0,3.0,1.0,0.0,690.0,1.0,365,29,59,269,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n 4  para 4 personas,"Room  very close to the airport, comfortable and comfortable, in a quiet, safe and central area because  everything is close:  2 blocks cinema and shopping center, 3 blocks from the markets, 3 blocks from the moctezuma metro, 5 minutes from the airport, 15 from the city center of mexico, one block from the eastern bus terminal.<br /><br />with all-inclusive washing area, electricity, water, wifi, TV, netflix and gas.",SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2NTU4NzIxMzExOTQ1OTk0Nw%3D%3D/original/a8e9e637-592b-4cba-9e72-f9e213ea84bc.jpeg,Vito German,23/05/2024,SIN INFORMACIO,a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,3 shared baths,"[""Exterior security cameras on property"", ""Host greets you"", ""Self check-in"", ""Pets allowed"", ""Smoke alarm"", ""Lockbox""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
24157,1.17e+18,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,449.0,1.0,365,25,55,265,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n 6 para 2 personas,"Room  very close to the airport, comfortable and comfortable, in a quiet, safe and central area because  everything is close:  2 blocks cinema and shopping center, 3 blocks from the markets, 3 blocks from the moctezuma metro, 5 minutes from the airport, 15 from the city center of mexico, one block from the eastern bus terminal.<br /><br />with all-inclusive washing area, electricity, water, wifi, TV, netflix and gas.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1165603861180299451/original/eadea162-64ea-42b6-bf94-22ba563140f5.jpeg,Vito German,23/05/2024,SIN INFORMACIO,a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,3 shared baths,"[""Washer"", ""TV"", ""Wifi"", ""Lockbox"", ""Fire extinguisher"", ""Host greets you"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Pets allowed"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
24163,1.16e+18,1.0,0.98,6.2,7.3,3.0,2.5,1.0,1.0,163.0,1.0,365,30,60,270,6.0,6.0,2.0,4.5,4.83,4.83,4.9,4.9,4.83,4.67,1.7,26/09/2024,HabitaciÃ³n compartida en condesa,"Enjoy easy access to popular shops and restaurants from this lovely place to stay.<br /><br /><br />Shared room, hostel type in the county <br /><br />The house is big has <br /><br />1 equipped kitchen <br /><br />3 bathrooms <br /><br />2 Terraces<br /><br />Hot Water <br /><br />Wifi<br /><br />Each shared room has 2 triple bunk beds",SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1162330855170166839/original/25b5bb46-f05e-4140-84bf-7713e919124e.jpeg,Andrea,14/09/2017,"Anfitriona en Airnbn desde hace 6 aÃ±os , encantada de recibir huÃ©spedes a mi casa o mis espacios. Dedicada en brindarles toda la ayuda que estÃ© en mis manos para hacer su viaje lo mÃ¡s agradable posible ",within an hour,SIN INFORMACION,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in bed and breakfast,Shared room,2.5 shared baths,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Bikes"", ""Dishes and silverware"", ""Self check-in"", ""Backyard"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox""]",SIN INFORMACION,t,26/09/2024,06/09/2024,SIN INFORMACION,t
24252,1.17e+18,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,400.0,1.0,365,29,59,364,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Departamento CDMX,"This unique cheap place if you want to spend a day or several days in this beautiful apartment do not hesitate to stay here, we accept all kinds of pets, our apartment is very close to the airport of the CDMX you can use all the appliances,  stove also hot water and internet ideal to rest on what your flight or your favorite event is also very close to the forum sun and palace of sports.",SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1168561665937315202/original/2c4deefd-2a16-43b6-8125-78984c07c3c9.jpeg,Felipe,29/08/2019,SIN INFORMACIO,within a few hours,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,1 shared bath,"[""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Pets allowed"", ""Dedicated workspace""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
24276,1.17e+18,1.0,0.98,6.2,7.3,3.0,1.2,1.0,1.4,143.0,1.0,365,29,59,269,3.0,3.0,0.0,5.0,5.0,5.0,5.0,4.67,5.0,5.0,0.83,25/09/2024,HabitaciÃ³n compartida en condesa,"Stay in this unique place located in the heart of downtown and don't miss a thing.<br /><br />Shared room with up to 5 more people in the county , one street from Tamaulipas <br /><br />The house has <br /><br />4 Bathrooms <br /><br />Equipped Kitchen <br /><br />Hot Water <br /><br />Wifi",SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1169212948267766016/original/287d6dd7-f5ed-4a3b-89aa-291f7e7bd68a.jpeg,Andrea,14/09/2017,"Anfitriona en Airnbn desde hace 6 aÃ±os , encantada de recibir huÃ©spedes a mi casa o mis espacios. Dedicada en brindarles toda la ayuda que estÃ© en mis manos para hacer su viaje lo mÃ¡s agradable posible ",within an hour,SIN INFORMACION,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in bed and breakfast,Shared room,4 shared baths,"[""Outdoor dining area"", ""Wifi"", ""Kitchen""]",SIN INFORMACION,t,25/09/2024,26/06/2024,SIN INFORMACION,t
24382,1.17e+18,1.0,0.98,6.2,7.3,2.0,1.2,1.0,1.4,150.0,1.0,365,30,60,270,2.0,2.0,0.0,4.8,5.0,4.8,5.0,5.0,5.0,4.5,0.64,25/09/2024,HabitaciÃ³n compartida en condesa,Enjoy easy access to popular shops and restaurants from this lovely place to stay.<br /><br />Hosting in shared rooms.<br /><br />Hot Water<br /><br />Equipped Kitchen <br /><br />Common areas <br /><br />3 terraces <br /><br />4 bathrooms <br /><br />Wifi,SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1169212948267766016/original/287d6dd7-f5ed-4a3b-89aa-291f7e7bd68a.jpeg,Andrea,14/09/2017,"Anfitriona en Airnbn desde hace 6 aÃ±os , encantada de recibir huÃ©spedes a mi casa o mis espacios. Dedicada en brindarles toda la ayuda que estÃ© en mis manos para hacer su viaje lo mÃ¡s agradable posible ",within an hour,SIN INFORMACION,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in bed and breakfast,Shared room,4 shared baths,"[""Outdoor dining area"", ""Wifi"", ""Kitchen"", ""Exterior security cameras on property""]",SIN INFORMACION,t,25/09/2024,14/07/2024,SIN INFORMACION,t
24383,1.17e+18,1.0,0.98,6.2,7.3,2.0,1.2,1.0,1.4,150.0,1.0,365,30,60,269,3.0,3.0,1.0,4.8,4.9,4.8,4.67,4.9,5.0,4.67,0.87,26/09/2024,HabitaciÃ³n compartida condesa,Enjoy easy access to popular shops and restaurants from this lovely place to stay.<br /><br />Shared room in La Condesa<br /><br />Stocked Kitchen <br /><br />Common areas<br /><br />Terraces <br /><br />Wifi <br /><br />4 baths <br /><br />Hot water,SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1169212948267766016/original/287d6dd7-f5ed-4a3b-89aa-291f7e7bd68a.jpeg,Andrea,14/09/2017,"Anfitriona en Airnbn desde hace 6 aÃ±os , encantada de recibir huÃ©spedes a mi casa o mis espacios. Dedicada en brindarles toda la ayuda que estÃ© en mis manos para hacer su viaje lo mÃ¡s agradable posible ",within an hour,SIN INFORMACION,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in bed and breakfast,Shared room,4 shared baths,"[""Outdoor dining area"", ""Wifi"", ""Kitchen"", ""Exterior security cameras on property""]",SIN INFORMACION,t,26/09/2024,28/08/2024,SIN INFORMACION,t
24475,1.18e+18,1.0,0.95,19.0,20.0,3.0,1.2,1.0,1.4,157.0,1.0,365,30,60,270,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Habitacion compartida en condesa,"Enjoy easy access to popular shops and restaurants from this lovely place to stay.<br /><br />shared room type of hostel in the county<br /><br />to access the room you have to climb external stairs, to take in consideration.<br /><br />the house has<br /><br />4 bathrooms<br /><br />equipped kitchen<br /><br />3 terraces<br /><br />wifi<br /><br />hot water",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1178452039112043806/original/fe138a7d-a175-4a45-aed8-ff1737d4ee5f.png,Soledad,31/12/2021,SIN INFORMACIO,within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in bed and breakfast,Shared room,4 shared baths,"[""Outdoor dining area"", ""Wifi"", ""Kitchen"", ""Exterior security cameras on property""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,t
24599,1.18e+18,1.0,1.0,8.0,8.0,6.0,1.5,0.0,1.4,178.0,1.0,365,28,58,363,8.0,8.0,2.0,5.0,5.0,4.88,5.0,5.0,5.0,5.0,2.73,25/09/2024,Hostal mujeres,From this centrally located accommodation the whole group can have easy access to everything.,SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1183512642560175739/original/59ea43f9-3fd6-4754-a4cb-876f352ca45c.jpeg,Zamaira,25/10/2016,SIN INFORMACIO,within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,1.5 shared baths,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Fire pit"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Blender"", ""Outdoor kitchen"", ""Portable fans"", ""Hangers"", ""Shared backyard"", ""Free parking on premises"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Shower gel"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Pocket wifi"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Outdoor dining area"", ""BBQ grill"", ""Drying rack for clothing"", ""Stove"", ""Extra pillows and blankets"", ""Window guards"", ""Cleaning products"", ""Indoor fireplace"", ""Clothing storage"", ""Wine glasses"", ""Trash compactor"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,09/09/2024,SIN INFORMACION,f
